,0,1,2,3
3904,28,28,28,28
3905,19,19,19,19
3906,19,19,19,19
3907,11,11,11,11
3908,5,5,5,5
3909,28,28,28,28
3910,6,6,6,9
3911,2,2,2,2
3912,28,28,28,28
3913,28,11,11,11
3914,5,5,5,5
3915,20,20,20,20
3916,8,8,6,26
3917,8,8,8,8
3918,7,7,7,7
3919,12,12,12,12
3920,12,12,12,12
3921,28,28,28,28
3922,5,8,5,11
3923,6,8,8,8
3924,7,7,16,16
3925,28,28,28,28
3926,2,2,2,2
3927,19,19,19,19
3928,8,8,8,8
3929,6,6,6,6
3930,28,28,28,28
3931,8,6,6,6
3932,15,15,15,15
3933,7,7,7,7
3934,12,12,12,12
3935,28,28,28,28
3936,9,9,15,9
3937,7,7,7,7
3938,20,20,20,20
3939,25,25,25,7
3940,28,28,28,28
3941,7,7,7,7
3942,19,19,19,19
3943,28,28,28,28
3944,15,15,15,15
3945,11,11,9,11
3946,19,19,19,19
3947,9,28,9,9
3948,4,4,4,4
3949,25,1,1,1
3950,6,6,6,6
3951,6,6,6,6
3952,10,26,10,26
3953,19,19,28,28
3954,20,20,20,20
3955,12,12,12,12
3956,7,7,7,7
3957,26,11,11,11
3958,8,8,8,8
3959,4,4,4,4
3960,8,8,8,8
3961,15,15,15,15
3962,11,11,11,11
3963,6,6,6,6
3964,5,5,5,5
3965,17,17,17,17
3966,8,8,8,8
3967,28,6,28,6
3968,28,28,28,28
3969,28,28,28,28
3970,28,28,28,28
3971,25,25,25,28
3972,8,8,8,8
3973,7,7,7,7
3974,11,11,11,1
3975,8,8,8,8
3976,20,20,20,20
3977,11,11,11,11
3978,17,17,17,17
3979,11,11,26,11
3980,11,11,11,11
3981,17,17,17,17
3982,6,6,6,6
3983,28,28,28,28
3984,28,28,28,9
3985,9,9,9,9
3986,15,19,19,19
3987,6,6,6,6
3988,12,12,12,12
3989,12,12,12,12
3990,2,2,2,2
3991,2,2,2,2
3992,8,8,8,8
3993,6,6,6,6
3994,9,9,11,9
3995,11,9,9,11
3996,6,6,6,6
3997,6,6,6,6
3998,26,26,26,26
3999,9,9,28,28
4000,28,28,17,28
4001,1,28,28,1
4002,28,28,28,28
4003,15,15,15,15
4004,28,28,28,28
4005,28,28,28,30
4006,28,19,28,19
4007,3,3,3,3
4008,17,28,17,17
4009,28,28,28,9
4010,6,6,6,6
4011,5,5,5,5
4012,1,8,1,8
4013,6,6,6,8
4014,6,6,6,6
4015,11,11,11,11
4016,26,8,8,8
4017,28,17,17,17
4018,11,11,6,11
4019,5,5,5,5
4020,9,9,8,8
4021,26,26,11,11
4022,10,1,1,10
4023,1,1,8,8
4024,9,9,9,9
4025,28,28,28,28
4026,26,26,26,26
4027,8,8,8,8
4028,15,15,15,15
4029,25,25,25,11
4030,6,6,28,6
4031,8,26,8,26
4032,26,26,26,8
4033,9,6,6,6
4034,26,11,11,11
4035,8,8,8,11
4036,28,28,28,28
4037,8,8,8,8
4038,11,11,11,11
4039,20,3,20,3
4040,18,18,18,18
4041,28,28,28,28
4042,1,1,1,1
4043,28,28,28,28
4044,11,11,11,11
4045,8,8,8,8
4046,6,6,6,6
4047,12,12,12,12
4048,19,19,19,19
4049,1,1,11,11
4050,17,17,17,17
4051,28,28,28,28
4052,26,8,8,26
4053,6,6,6,6
4054,8,8,8,8
4055,5,5,5,5
4056,17,17,17,17
4057,26,26,26,26
4058,6,9,6,9
4059,20,20,20,20
4060,28,28,28,28
4061,8,25,25,8
4062,17,17,17,17
4063,8,8,8,8
4064,26,8,26,26
4065,26,26,26,8
4066,11,11,11,11
4067,17,11,17,11
4068,28,28,28,28
4069,13,13,13,13
4070,8,8,19,8
4071,7,7,7,7
4072,8,8,8,8
4073,7,7,7,7
4074,28,28,28,28
4075,28,28,28,28
4076,28,28,28,28
4077,8,26,8,26
4078,1,1,1,1
4079,6,6,6,6
4080,11,11,11,11
4081,6,6,6,6
4082,0,0,4,4
4083,9,9,6,6
4084,9,26,26,9
4085,5,5,5,5
4086,28,28,28,28
4087,20,20,20,20
4088,6,6,6,6
4089,5,5,5,5
4090,6,6,6,6
4091,15,15,15,15
4092,17,17,17,17
4093,8,26,26,8
4094,9,11,11,9
4095,9,9,9,9
4096,12,12,12,12
4097,26,20,26,26
4098,11,11,11,11
4099,8,8,8,8
4100,19,19,19,19
4101,28,28,28,28
4102,26,26,26,26
4103,8,8,11,8
4104,6,6,6,6
4105,7,7,7,7
4106,8,8,8,8
4107,8,1,1,6
4108,11,11,11,11
4109,8,8,8,8
4110,9,7,9,7
4111,8,8,8,8
4112,10,9,10,9
4113,25,25,5,25
4114,26,6,26,26
4115,11,11,11,11
4116,9,9,9,9
4117,15,15,15,15
4118,28,11,11,28
4119,25,8,25,25
4120,28,28,28,28
4121,17,17,17,17
4122,11,11,11,9
4123,28,28,28,28
4124,28,28,28,28
4125,10,26,10,26
4126,5,5,5,5
4127,6,6,6,6
4128,4,4,4,4
4129,12,12,12,12
4130,5,5,5,5
4131,28,28,28,28
4132,5,5,5,5
4133,28,28,28,28
4134,11,11,11,11
4135,11,11,11,11
4136,19,28,19,28
4137,26,10,26,10
4138,15,15,15,15
4139,10,10,10,10
4140,8,6,6,6
4141,26,26,26,26
4142,28,11,11,11
4143,28,28,28,28
4144,6,6,7,7
4145,8,8,8,8
4146,28,28,28,28
4147,6,6,6,6
4148,8,8,11,8
4149,9,6,6,6
4150,5,5,5,5
4151,11,11,11,11
4152,7,7,7,7
4153,25,25,25,25
4154,8,8,8,8
4155,26,26,26,26
4156,6,6,6,6
4157,6,6,6,6
4158,9,9,11,9
4159,18,18,18,18
4160,5,5,5,5
4161,6,6,6,6
4162,28,28,28,28
4163,11,6,11,9
4164,11,11,11,11
4165,8,8,8,8
4166,8,8,8,8
4167,17,17,17,17
4168,26,26,26,26
4169,8,8,8,8
4170,12,12,12,12
4171,8,8,26,26
4172,8,8,8,8
4173,7,7,7,7
4174,16,16,16,16
4175,1,1,1,1
4176,5,26,26,5
4177,28,28,28,28
4178,17,17,17,17
4179,6,6,6,6
4180,12,12,12,12
4181,7,7,7,7
4182,26,26,8,26
4183,28,28,28,28
4184,7,7,7,7
4185,8,8,8,8
4186,7,7,7,7
4187,8,8,8,8
4188,8,11,8,11
4189,26,8,26,8
4190,11,11,11,11
4191,9,9,26,26
4192,28,11,28,28
4193,0,0,0,0
4194,6,8,8,6
4195,9,9,28,28
4196,8,8,8,8
4197,26,26,26,26
4198,2,2,2,2
4199,4,4,4,4
4200,12,12,12,12
4201,25,9,25,9
4202,12,12,12,12
4203,5,5,5,5
4204,1,1,1,1
4205,8,8,8,8
4206,2,2,2,2
4207,20,20,20,20
4208,2,2,2,2
4209,1,1,1,1
4210,12,12,12,12
4211,11,11,7,11
4212,5,8,11,26
4213,9,9,9,28
4214,1,1,1,1
4215,28,28,28,28
4216,11,11,11,11
4217,5,5,5,5
4218,8,8,8,8
4219,6,6,6,6
4220,28,28,28,28
4221,22,22,22,22
4222,20,20,20,20
4223,5,5,5,5
4224,9,28,28,9
4225,18,18,18,18
4226,8,8,8,8
4227,6,8,6,6
4228,25,25,25,25
4229,16,16,16,16
4230,28,28,28,28
4231,9,6,6,9
4232,8,8,8,8
4233,12,12,12,12
4234,28,28,28,28
4235,8,8,8,8
4236,15,15,15,15
4237,15,15,15,15
4238,5,5,5,5
4239,11,11,11,11
4240,5,5,5,5
4241,10,10,10,10
4242,1,1,1,1
4243,1,1,1,1
4244,8,8,8,8
4245,5,5,5,5
4246,11,11,11,11
4247,28,28,28,28
4248,11,11,11,11
4249,15,15,15,15
4250,8,8,8,1
4251,8,8,8,8
4252,4,4,4,4
4253,11,11,11,11
4254,11,11,11,11
4255,0,0,0,0
4256,30,30,30,30
4257,5,5,5,5
4258,2,2,2,2
4259,11,11,11,11
4260,16,16,16,16
4261,17,17,17,17
4262,19,19,19,19
4263,8,8,8,8
4264,6,6,6,6
4265,6,6,6,6
4266,28,28,17,28
4267,19,19,19,19
4268,15,15,15,15
4269,11,11,11,11
4270,9,6,9,6
4271,2,2,2,2
4272,25,25,25,25
4273,6,6,6,6
4274,11,11,11,11
4275,12,12,12,12
4276,26,26,26,26
4277,20,20,20,20
4278,6,6,6,6
4279,8,8,8,8
4280,28,28,28,28
4281,4,4,4,4
4282,28,28,28,28
4283,11,11,11,11
4284,5,5,5,5
4285,28,28,28,20
4286,25,11,25,25
4287,20,20,20,20
4288,11,11,11,11
4289,7,7,7,7
4290,11,11,11,11
4291,15,15,15,15
4292,8,8,8,8
4293,11,11,11,11
4294,7,7,7,7
4295,8,8,8,8
4296,28,28,28,28
4297,5,5,5,5
4298,11,11,11,11
4299,11,11,11,11
4300,11,11,11,11
4301,28,28,28,28
4302,5,5,5,5
4303,11,11,11,11
4304,11,11,11,11
4305,17,17,17,17
4306,8,8,8,8
4307,6,6,6,6
4308,26,26,26,26
4309,8,8,8,8
4310,26,26,26,26
4311,11,11,11,11
4312,28,28,28,28
4313,28,28,28,28
4314,10,10,10,10
4315,11,11,11,11
4316,5,11,5,11
4317,12,12,12,12
4318,12,11,11,11
4319,11,11,11,11
4320,21,28,28,21
4321,28,28,28,28
4322,25,25,25,25
4323,5,5,5,5
4324,19,19,19,19
4325,19,12,19,12
4326,8,8,11,8
4327,12,11,11,11
4328,6,6,6,25
4329,26,26,26,26
4330,19,19,19,19
4331,11,11,11,11
4332,11,11,11,11
4333,2,2,2,2
4334,5,5,5,5
4335,28,28,28,28
4336,11,11,11,11
4337,26,28,28,26
4338,9,9,9,9
4339,2,2,2,2
4340,13,13,13,13
4341,23,23,23,23
4342,1,1,1,1
4343,25,25,25,25
4344,1,1,1,1
4345,11,11,11,11
4346,1,1,1,1
4347,4,4,11,11
4348,11,11,11,11
4349,11,11,11,11
4350,11,11,11,11
4351,6,6,6,6
4352,6,6,6,6
4353,11,11,11,11
4354,6,6,6,6
4355,16,16,16,16
4356,8,8,8,8
4357,28,28,28,28
4358,5,20,20,20
4359,11,11,11,11
4360,8,8,8,8
4361,9,9,6,6
4362,13,13,13,13
4363,1,1,1,1
4364,25,25,25,25
4365,11,28,11,11
4366,10,10,10,10
4367,28,19,28,19
4368,26,26,26,26
4369,8,8,8,8
4370,11,11,11,11
4371,13,13,13,13
4372,12,12,12,12
4373,26,26,26,26
4374,11,11,11,11
4375,15,15,15,15
4376,16,16,16,16
4377,1,1,1,1
4378,18,18,18,18
4379,28,28,28,28
4380,11,11,11,11
4381,15,19,15,19
4382,6,6,6,6
4383,6,6,6,8
4384,25,25,25,25
4385,19,19,19,19
4386,7,7,7,7
4387,5,5,5,5
4388,19,19,19,19
4389,9,9,9,9
4390,11,12,11,11
4391,6,6,6,6
4392,21,21,21,21
4393,9,9,9,9
4394,13,13,13,13
4395,8,8,8,8
4396,25,25,25,25
4397,12,12,12,12
4398,18,18,18,18
4399,28,28,28,28
4400,6,6,9,6
4401,8,8,8,8
4402,19,19,19,19
4403,11,11,11,11
4404,16,4,16,16
4405,7,7,7,7
4406,5,5,5,5
4407,1,1,1,1
4408,8,8,8,8
4409,26,6,6,26
4410,28,28,28,28
4411,26,26,26,8
4412,28,28,28,28
4413,11,11,11,11
4414,8,8,8,8
4415,19,19,19,19
4416,15,15,15,15
4417,28,28,28,28
4418,17,17,17,17
4419,12,12,12,12
4420,11,11,11,11
4421,28,28,28,28
4422,12,12,12,12
4423,11,11,11,11
4424,8,8,8,8
4425,19,19,20,20
4426,11,11,11,11
4427,1,1,1,1
4428,15,15,15,15
4429,28,6,28,28
4430,7,7,7,7
4431,28,28,28,28
4432,11,11,11,11
4433,6,6,6,6
4434,12,12,12,12
4435,19,19,19,19
4436,16,16,16,16
4437,30,30,30,30
4438,16,16,16,16
4439,11,11,9,9
4440,8,8,8,8
4441,4,4,4,4
4442,17,17,17,17
4443,8,8,26,26
4444,18,18,18,18
4445,19,19,19,19
4446,7,7,7,7
4447,1,1,1,1
4448,28,28,28,28
4449,28,28,28,28
4450,19,19,19,19
4451,10,10,10,10
4452,5,5,5,5
4453,5,5,5,5
4454,17,17,17,17
4455,5,5,5,5
4456,17,17,17,17
4457,12,12,12,12
4458,28,28,28,28
4459,11,11,11,11
4460,25,25,25,25
4461,8,8,8,8
4462,1,1,1,1
4463,5,5,5,5
4464,8,26,8,26
4465,11,11,11,11
4466,8,8,8,6
4467,11,11,11,11
4468,5,5,5,5
4469,9,9,9,9
4470,6,6,6,6
4471,19,19,19,19
4472,6,6,6,6
4473,20,20,20,20
4474,16,16,16,16
4475,6,11,11,6
4476,1,1,1,1
4477,11,11,11,11
4478,0,7,0,0
4479,11,11,11,11
4480,11,11,11,11
4481,1,1,1,1
4482,6,6,6,6
4483,25,25,25,25
4484,2,2,2,2
4485,11,11,11,11
4486,11,11,11,11
4487,7,7,7,7
4488,6,6,6,6
4489,28,28,28,28
4490,2,2,2,2
4491,28,28,28,28
4492,12,12,12,12
4493,19,11,19,19
4494,19,22,19,22
4495,16,16,16,16
4496,1,1,1,1
4497,28,28,28,28
4498,10,10,10,10
4499,19,19,19,19
4500,10,9,10,10
4501,25,25,25,25
4502,1,1,1,1
4503,19,19,19,19
4504,19,19,19,19
4505,12,12,12,12
4506,26,26,8,26
4507,5,5,5,5
4508,2,2,2,2
4509,8,8,8,8
4510,16,16,16,16
4511,11,11,11,11
4512,11,11,11,11
4513,28,28,28,11
4514,1,1,1,1
4515,11,11,11,11
4516,8,8,8,8
4517,11,11,28,28
4518,28,28,28,28
4519,19,19,19,19
4520,23,23,23,23
4521,1,1,1,1
4522,11,11,11,11
4523,5,5,5,5
4524,8,8,8,8
4525,8,8,8,8
4526,11,11,11,11
4527,8,8,8,8
4528,6,19,6,6
4529,16,16,16,16
4530,8,8,8,8
4531,8,8,8,8
4532,6,6,6,6
4533,8,8,11,8
4534,6,6,6,6
4535,7,7,7,7
4536,25,25,25,25
4537,11,11,11,11
4538,11,11,11,11
4539,11,11,11,11
4540,12,12,12,12
4541,11,11,11,11
4542,28,28,28,28
4543,28,28,9,28
4544,4,4,4,4
4545,12,12,12,12
4546,11,11,11,11
4547,5,5,5,5
4548,4,4,4,4
4549,12,12,12,12
4550,11,11,11,11
4551,5,5,5,5
4552,28,28,28,28
4553,28,28,28,28
4554,9,9,28,28
4555,4,4,4,4
4556,20,20,20,20
4557,28,28,28,28
4558,5,5,5,5
4559,17,17,17,17
4560,1,1,1,1
4561,11,11,6,11
4562,11,11,11,11
4563,3,3,3,3
4564,11,11,11,11
4565,13,13,13,13
4566,11,11,11,11
4567,6,6,6,6
4568,28,28,28,28
4569,5,5,5,5
4570,28,28,28,28
4571,8,6,26,26
4572,28,28,28,28
4573,2,2,2,2
4574,11,11,11,11
4575,1,1,1,1
4576,11,11,11,11
4577,7,7,7,7
4578,1,1,1,1
4579,5,11,11,5
4580,11,11,11,11
4581,11,11,11,11
4582,9,9,9,9
4583,1,1,1,1
4584,19,19,19,19
4585,20,20,20,20
4586,8,8,8,8
4587,5,5,5,5
4588,11,11,11,11
4589,13,13,13,13
4590,26,26,26,26
4591,19,19,19,19
4592,9,9,9,9
4593,5,5,5,5
4594,9,9,9,9
4595,9,9,9,9
4596,19,19,19,19
4597,9,8,11,11
4598,11,11,11,11
4599,8,8,8,8
4600,20,20,20,20
4601,6,6,6,6
4602,28,9,28,9
4603,11,11,11,11
4604,8,8,26,26
4605,28,28,28,28
4606,26,26,26,26
4607,11,11,11,11
4608,28,28,28,28
4609,23,23,23,23
4610,19,19,19,19
4611,11,11,11,11
4612,6,6,6,6
4613,19,19,19,19
4614,8,8,8,8
4615,15,15,15,15
4616,5,5,5,5
4617,19,19,19,19
4618,11,11,11,11
4619,2,2,2,2
4620,6,6,6,6
4621,11,11,11,11
4622,11,11,11,11
4623,9,15,15,9
4624,1,1,8,8
4625,19,19,19,19
4626,17,17,17,17
4627,28,12,28,28
4628,19,19,19,19
4629,6,6,6,6
4630,16,16,16,16
4631,25,25,25,25
4632,19,6,19,19
4633,25,25,25,25
4634,12,12,12,12
4635,7,7,7,7
4636,6,6,6,6
4637,1,1,1,1
4638,20,20,20,20
4639,6,6,6,6
4640,19,19,19,19
4641,7,7,7,7
4642,25,25,25,25
4643,8,26,8,26
4644,9,9,9,9
4645,7,7,7,7
4646,7,7,7,7
4647,12,12,12,12
4648,5,5,5,5
4649,6,6,6,8
4650,17,17,17,17
4651,11,11,11,11
4652,26,26,6,26
4653,8,11,8,8
4654,12,12,12,12
4655,20,20,20,20
4656,7,7,7,7
4657,9,9,6,9
4658,2,2,2,2
4659,28,28,28,28
4660,26,26,26,26
4661,12,12,12,12
4662,6,6,6,6
4663,28,28,28,28
4664,12,12,12,12
4665,8,8,11,8
4666,8,26,26,26
4667,11,8,8,8
4668,6,6,6,6
4669,2,2,2,2
4670,5,5,5,5
4671,28,6,6,6
4672,12,12,12,12
4673,5,5,5,5
4674,28,28,28,28
4675,5,5,5,5
4676,25,25,25,25
4677,25,25,25,1
4678,7,16,16,7
4679,25,25,25,25
4680,6,6,11,11
4681,1,1,1,1
4682,9,9,28,28
4683,1,1,1,1
4684,28,28,28,28
4685,26,26,26,26
4686,26,26,11,26
4687,5,5,5,5
4688,9,9,9,25
4689,11,11,28,28
4690,1,1,1,6
4691,25,25,25,25
4692,15,12,12,12
4693,15,15,15,15
4694,11,11,11,11
4695,5,5,5,5
4696,17,17,17,17
4697,2,2,2,2
4698,6,6,6,6
4699,11,6,11,6
4700,20,20,20,20
4701,15,15,15,15
4702,8,8,8,8
4703,10,10,10,10
4704,1,1,1,1
4705,5,5,5,5
4706,28,28,28,28
4707,15,15,28,15
4708,20,20,20,20
4709,30,30,30,30
4710,16,16,16,16
4711,17,17,17,17
4712,7,7,7,7
4713,17,17,17,17
4714,26,26,26,26
4715,8,11,11,11
4716,28,28,28,28
4717,11,11,28,11
4718,11,11,11,8
4719,11,11,28,11
4720,28,28,28,28
4721,9,9,9,25
4722,28,28,28,28
4723,8,8,8,8
4724,18,18,18,18
4725,26,26,26,26
4726,16,16,16,16
4727,28,9,9,28
4728,15,15,15,15
4729,11,8,11,11
4730,28,9,28,28
4731,12,12,12,12
4732,10,10,26,26
4733,28,28,28,28
4734,17,17,17,17
4735,8,8,8,8
4736,6,9,9,6
4737,16,16,16,16
4738,9,17,9,17
4739,9,28,28,28
4740,17,17,17,17
4741,25,25,25,28
4742,28,28,28,28
4743,25,25,25,25
4744,9,9,11,9
4745,8,8,8,8
4746,1,1,1,1
4747,19,19,19,26
4748,28,28,28,28
4749,5,5,5,5
4750,25,28,28,28
4751,12,12,12,12
4752,26,26,26,26
4753,6,6,6,6
4754,11,6,6,11
4755,12,12,15,12
4756,12,12,12,12
4757,15,15,15,15
4758,8,8,8,1
4759,26,8,26,26
4760,28,9,9,28
4761,2,2,2,2
4762,5,5,5,5
4763,28,28,28,28
4764,8,8,8,8
4765,18,18,18,18
4766,9,6,6,9
4767,19,19,11,19
4768,5,5,5,5
4769,2,2,2,2
4770,3,3,3,3
4771,5,5,5,5
4772,11,11,11,11
4773,1,1,1,1
4774,28,28,28,28
4775,9,28,9,28
4776,5,5,5,5
4777,7,7,7,7
4778,11,11,11,11
4779,26,26,26,26
4780,19,19,19,19
4781,5,5,5,5
4782,5,5,5,5
4783,6,6,6,6
4784,17,17,17,17
4785,11,11,11,10
4786,11,11,11,11
4787,6,6,6,6
4788,5,5,5,5
4789,4,4,4,4
4790,11,11,11,11
4791,6,6,6,6
4792,15,15,15,15
4793,15,19,19,15
4794,8,8,8,8
4795,12,12,12,12
4796,28,28,28,28
4797,15,15,15,15
4798,28,28,28,28
4799,25,25,25,25
4800,12,12,12,12
4801,5,5,5,5
4802,11,11,11,11
4803,28,28,28,28
4804,8,8,8,8
4805,11,11,11,11
4806,28,28,28,28
4807,15,15,15,15
4808,1,1,1,1
4809,26,26,8,26
4810,28,28,17,17
4811,9,9,9,11
4812,6,6,6,6
4813,11,11,11,11
4814,26,26,26,26
4815,8,8,8,8
4816,8,8,8,8
4817,16,16,16,16
4818,4,4,4,4
4819,11,11,11,28
4820,19,19,19,19
4821,11,11,11,11
4822,9,9,9,9
4823,8,8,8,8
4824,5,5,5,5
4825,17,17,17,17
4826,20,20,20,20
4827,13,13,13,13
4828,26,26,26,26
4829,8,8,11,8
4830,19,19,19,19
4831,11,11,11,11
4832,19,19,19,19
4833,19,19,19,19
4834,19,19,19,19
4835,12,12,12,12
4836,11,11,11,11
4837,13,13,13,12
4838,28,28,28,28
4839,28,28,28,28
4840,8,8,8,8
4841,28,28,28,28
4842,11,2,11,11
4843,5,5,5,5
4844,11,11,11,11
4845,12,12,12,12
4846,11,11,11,11
4847,25,28,28,25
4848,25,25,25,25
4849,7,7,7,7
4850,11,11,11,11
4851,20,20,20,20
4852,10,10,10,10
4853,28,28,28,28
4854,12,12,12,12
4855,16,16,16,16
4856,11,11,11,11
4857,5,5,5,5
4858,28,28,28,28
4859,8,8,26,26
4860,11,11,11,11
4861,19,11,11,11
4862,11,11,11,11
4863,6,6,6,6
4864,13,13,13,13
4865,11,11,11,11
4866,7,7,7,7
4867,15,15,15,15
4868,9,25,9,25
4869,11,11,13,13
4870,5,5,5,5
4871,19,19,19,19
4872,28,28,28,28
4873,11,11,11,11
4874,5,5,5,5
4875,25,25,25,25
4876,11,11,11,11
4877,7,7,7,7
4878,8,8,8,8
4879,28,28,28,28
4880,8,8,8,8
4881,12,12,17,17
4882,11,11,11,11
4883,19,19,19,19
4884,9,11,11,9
4885,2,2,2,2
4886,8,8,8,8
4887,7,7,7,7
4888,4,4,4,4
4889,11,11,11,11
4890,12,12,12,12
4891,10,6,10,6
4892,16,11,11,16
4893,5,5,5,5
4894,15,15,15,15
4895,26,26,26,26
4896,8,8,8,8
4897,5,5,5,5
4898,28,28,28,28
4899,12,12,12,12
4900,19,19,19,19
4901,13,13,13,13
4902,12,12,12,12
4903,13,13,13,13
4904,1,1,1,1
4905,5,5,5,5
4906,8,8,8,8
4907,11,11,11,11
4908,16,16,16,16
4909,11,11,11,11
4910,9,9,9,28
4911,1,1,1,1
4912,12,12,12,12
4913,9,9,9,9
4914,11,11,11,11
4915,5,5,5,5
4916,11,11,11,11
4917,28,28,28,28
4918,11,11,11,11
4919,11,11,11,11
4920,11,11,11,11
4921,20,20,20,20
4922,8,8,8,8
4923,8,8,8,8
4924,5,5,5,5
4925,7,7,7,7
4926,5,5,5,5
4927,11,11,11,11
4928,6,6,6,6
4929,8,8,8,8
4930,4,4,4,4
4931,19,19,19,19
4932,28,28,28,28
4933,9,9,9,9
4934,8,8,8,8
4935,18,18,18,18
4936,11,11,11,11
4937,10,10,10,10
4938,5,5,5,5
4939,5,5,5,5
4940,16,16,16,16
4941,28,28,28,28
4942,11,24,26,24
4943,11,11,11,11
4944,28,18,18,18
4945,1,1,1,1
4946,11,11,11,11
4947,27,27,27,27
4948,15,15,15,15
4949,18,18,18,18
4950,6,6,6,6
4951,7,7,7,7
4952,28,9,9,9
4953,11,11,11,11
4954,11,11,11,11
4955,19,19,19,19
4956,13,13,13,13
4957,5,5,5,5
4958,7,7,7,7
4959,11,11,11,11
4960,8,6,8,8
4961,8,8,8,8
4962,11,11,11,11
4963,25,25,25,25
4964,11,11,11,11
4965,2,2,2,2
4966,19,19,19,19
4967,19,19,19,19
4968,11,11,11,11
4969,11,11,11,11
4970,28,28,28,28
4971,12,12,12,12
4972,19,19,19,19
4973,6,6,6,6
4974,15,15,15,15
4975,12,12,12,12
4976,11,11,11,11
4977,5,5,5,5
4978,6,6,6,6
4979,9,9,9,9
4980,28,28,28,28
4981,5,5,5,5
4982,13,13,13,13
4983,25,25,11,11
4984,6,6,6,6
4985,14,14,14,14
4986,8,8,8,8
4987,28,28,28,28
4988,5,5,5,5
4989,26,2,2,26
4990,19,19,19,19
4991,8,8,8,8
4992,9,9,9,9
4993,11,11,11,11
4994,25,25,25,25
4995,19,19,19,19
4996,11,11,11,11
4997,6,6,6,6
4998,28,28,28,28
4999,25,25,25,25
5000,5,5,5,5
5001,12,12,12,12
5002,5,5,5,5
5003,11,11,11,11
5004,7,7,7,7
5005,26,26,26,26
5006,4,4,4,4
5007,11,11,11,11
5008,5,5,5,5
5009,19,19,19,19
5010,17,17,17,17
5011,1,1,1,1
5012,5,5,5,5
5013,11,11,11,11
5014,28,28,28,28
5015,5,5,5,5
5016,11,11,11,1
5017,4,4,4,4
5018,16,16,16,16
5019,19,25,25,19
5020,11,11,11,11
5021,6,6,6,6
5022,11,11,11,11
5023,5,5,5,5
5024,13,13,13,13
5025,26,26,26,26
5026,14,14,14,14
5027,7,11,7,11
5028,11,11,11,11
5029,11,19,19,19
5030,19,19,19,19
5031,11,11,11,11
5032,21,21,21,21
5033,25,25,25,25
5034,17,17,17,17
5035,2,2,2,2
5036,11,11,11,11
5037,15,15,15,15
5038,12,12,12,12
5039,18,18,18,18
5040,2,2,2,2
5041,28,28,28,28
5042,11,11,11,11
5043,12,12,12,12
5044,11,11,11,9
5045,11,12,12,12
5046,11,11,11,11
5047,11,11,11,11
5048,11,11,11,11
5049,15,15,15,15
5050,28,28,28,28
5051,19,19,19,19
5052,11,11,11,11
5053,11,11,11,11
5054,15,15,15,15
5055,17,17,17,17
5056,19,19,19,19
5057,5,5,5,5
5058,11,11,11,11
5059,28,28,28,28
5060,6,6,6,6
5061,11,11,5,11
5062,9,25,9,9
5063,7,7,7,7
5064,15,15,15,15
5065,11,11,11,11
5066,9,9,28,28
5067,11,11,11,11
5068,11,11,11,11
5069,13,13,13,13
5070,5,5,5,5
5071,16,16,16,16
5072,11,11,11,11
5073,28,28,28,28
5074,11,11,11,11
5075,2,2,2,2
5076,7,11,7,11
5077,11,11,11,11
5078,19,19,19,19
5079,8,8,8,8
5080,5,5,5,5
5081,13,13,13,13
5082,1,1,1,1
5083,5,5,5,5
5084,18,18,18,18
5085,15,15,15,15
5086,5,5,5,5
5087,5,5,5,5
5088,5,5,5,5
5089,11,11,11,11
5090,28,28,28,28
5091,6,6,6,6
5092,11,11,11,11
5093,5,5,5,5
5094,9,9,9,9
5095,25,25,25,25
5096,11,11,11,11
5097,11,11,11,11
5098,5,5,5,5
5099,8,8,8,8
5100,11,11,11,11
5101,8,8,8,8
5102,11,11,11,11
5103,13,13,13,13
5104,25,25,25,25
5105,11,11,11,11
5106,9,9,9,9
5107,8,8,8,8
5108,17,6,17,6
5109,8,8,8,8
5110,11,11,11,11
5111,4,4,4,4
5112,11,11,11,11
5113,11,11,11,11
5114,13,13,13,13
5115,5,5,5,5
5116,12,12,12,12
5117,19,19,19,19
5118,5,5,5,5
5119,11,11,11,11
5120,5,5,5,5
5121,11,11,11,11
5122,8,8,8,8
5123,11,11,11,11
5124,11,11,11,11
5125,11,11,11,11
5126,11,11,11,11
5127,11,11,11,11
5128,24,24,24,24
5129,9,9,9,9
5130,5,5,5,5
5131,6,6,6,6
5132,26,26,26,26
5133,8,8,8,8
5134,3,3,3,3
5135,12,12,12,12
5136,25,25,25,25
5137,19,19,19,19
5138,17,17,17,17
5139,7,7,7,7
5140,12,12,12,12
5141,27,27,27,14
5142,8,8,8,8
5143,9,9,9,9
5144,1,1,8,1
5145,7,7,7,7
5146,2,2,2,2
5147,5,5,5,5
5148,25,25,25,25
5149,8,8,8,8
5150,11,11,11,11
5151,8,8,8,8
5152,28,28,28,28
5153,5,5,5,5
5154,5,5,5,5
5155,1,1,1,1
5156,19,19,19,19
5157,25,25,25,25
5158,10,10,10,10
5159,20,20,20,20
5160,12,12,12,12
5161,17,17,17,17
5162,1,1,1,1
5163,17,17,17,17
5164,28,28,28,28
5165,7,7,7,7
5166,7,7,7,7
5167,15,15,27,27
5168,19,19,19,19
5169,5,5,5,5
5170,7,7,7,7
5171,28,28,28,28
5172,25,25,25,25
5173,12,12,12,12
5174,28,28,28,28
